"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Alnus serrulata (Aiton) Willd.",NA,"United States","New York","Westchester County","Wampus River, Armonk, North Castle",41.12111,-72.71083,"5000",NA,"UConn","CONN","CONN00017398","specimen","Robert Goldstein","1974-06-27","1974-06-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Wampus River, Armonk, North Castle, New York, Westchester County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Fort Shantic State Park, Montville",41.48055,-72.07861,"5000",NA,"UConn","CONN","CONN00017374","specimen","G.S. Torrey","1950-07-16","1950-07-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Fort Shantic State Park, Montville, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","New Jersey","Burlington County","Riverton",40.01166,-75.015,NA,NA,"UConn","CONN","CONN00017401","specimen","Torrey & Bigger","1920-08-08","1920-08-08","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Riverton, New Jersey, Burlington County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Fairfield",41.17583,-73.2725,NA,17,"UConn","CONN","CONN00017353","specimen","Edwin H. Eames","1897-04-04","1897-04-04","Data from GBIF data index - original values.",2013-05-12,"17","17",NA,NA,"US","Fairfield, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Providence County","Mowrys Corners, Smithfield",41.87,-71.53111,"20000",NA,"UConn","CONN","CONN00017387","specimen","J. Franklin Collins","1919-07-11","1919-07-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mowrys Corners, Smithfield, Rhode Island, Providence County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Glenville, Greenwich",41.03527,-73.66027,"5000",38,"UConn","CONN","CONN00051332","specimen","Steven D. Glenn","2002-06-12","2002-06-12","Data from GBIF data index - original values.",2013-05-12,"38","38",NA,NA,"US","Glenville, Greenwich, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Tolland County","Andover",41.73277,-72.37694,"5000",NA,"UConn","CONN","CONN00043462","specimen","R.A. Pfeffer, K.R. Carloni & F.C. Turner","1976-08-23","1976-08-23","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Andover, Connecticut, Tolland County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Tolland County","Stafford",41.98333,-72.31611,"20000",NA,"UConn","CONN","CONN00074400","specimen","Jonathan D. Kusmin","1990-08-02","1990-08-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Stafford, Connecticut, Tolland County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Tolland County","Tolland",41.88805,-72.33527,NA,NA,"UConn","CONN","CONN00017367","specimen","A.W. Driggs",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Tolland, Connecticut, Tolland County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Bridgeport",41.18638,-73.19611,NA,NA,"UConn","CONN","CONN00017376","specimen","E.H. Eames","1892-09-27","1892-09-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Latimer Brook",41.38361,-72.21388,"20000",NA,"UConn","CONN","CONN00017375","specimen","G.S. Torrey","1963-06-23","1963-06-23","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Latimer Brook, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Newport County","Newport County, Rhode Island",41.58333,-71.25,NA,NA,"UConn","CONN","CONN00017411","specimen","J. Franklin Collins","1906-10-19","1906-10-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Newport County, Rhode Island, Rhode Island, Newport County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Tolland County","Coventry",41.78444,-72.33944,NA,NA,"UConn","CONN","CONN00017368","specimen","A.W. Driggs","1916-08-19","1916-08-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Coventry, Connecticut, Tolland County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Bridgeport",41.18638,-73.19611,NA,NA,"UConn","CONN","CONN00050729","specimen","Edwin H. Eames","1893-04-10","1893-04-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Lyme",41.3975,-72.34666,"5000",7,"UConn","CONN","CONN00141192","specimen","Leslie J. Mehrhoff","1983-08-02","1983-08-02","Data from GBIF data index - original values.",2013-05-12,"7","7",NA,NA,"US","Lyme, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Pachaug River",41.60222,-71.92722,"3",NA,"UConn","CONN","CONN00136367","specimen","Leslie J. Mehrhoff","1983-06-26","1983-06-26","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Pachaug River, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Colchester",41.55861,-72.3525,"20000",NA,"UConn","CONN","CONN00017361","specimen","R. Schmidt","1974-08-18","1974-08-18","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Colchester, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Hartford County","Connecticut River",41.98972,-72.60361,"20000",NA,"UConn","CONN","CONN00043463","specimen","K.R. Carloni & R.A. Pfeffer","1976-08-20","1976-08-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Connecticut River, Connecticut, Hartford County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Vermont","Rutland County","Echo Lake, Sudbury",43.74583,-73.18333,"20000",NA,"UConn","CONN","CONN00017386","specimen","E.H. Eames & C.C. Godfrey","1915-08-05","1915-08-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Echo Lake, Sudbury, Vermont, Rutland County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Providence County","Smithfield",41.9,-71.53333,"20000",NA,"UConn","CONN","CONN00017396","specimen","J. Franklin Collins","1921-10-01","1921-10-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Smithfield, Rhode Island, Providence County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Tolland County","Skungamaug River",41.79222,-72.355,"20000",NA,"UConn","CONN","CONN00017369","specimen","A.W. Driggs","1916-08-14","1916-08-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Skungamaug River, Connecticut, Tolland County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","New York","Suffolk County","Fire Island Pines",40.66527,-73.06861,"20000",NA,"UConn","CONN","CONN00017402","specimen","Ron Rozsa","1976-09-02","1976-09-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Fire Island Pines, New York, Suffolk County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New Haven County","Hamden",41.39777,-72.92222,NA,NA,"UConn","CONN","CONN00017363","specimen","Franklin Wilson Hall","1873-04-08","1873-04-08","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Hamden, Connecticut, New Haven County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Washington County","South Kingstown",41.41166,-71.55611,NA,36,"UConn","CONN","CONN00074050","specimen","Gordon C. Tucker","2005-08-04","2005-08-04","Data from GBIF data index - original values.",2013-05-12,"36","36",NA,NA,"US","South Kingstown, Rhode Island, Washington County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New Haven County","Bethany Swamp, Bethany",41.44638,-72.99611,"20000",NA,"UConn","CONN","CONN00017356","specimen","Leslie J. Mehrhoff","1984-04-08","1984-04-08","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bethany Swamp, Bethany, Connecticut, New Haven County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Israel Putnam Memorial State Park, Bethel",41.33888,-73.38138,"20000",NA,"UConn","CONN","CONN00017352","specimen","Leslie J. Mehrhoff","1986-08-13","1986-08-13","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Israel Putnam Memorial State Park, Bethel, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Maryland","Prince George's County","Glenn Dale",38.58444,-76.82055,"20000",35,"UConn","CONN","CONN00145909","specimen","Leslie J. Mehrhoff","1980-09-23","1980-09-23","Data from GBIF data index - original values.",2013-05-12,"35","35",NA,NA,"US","Glenn Dale, Maryland, Prince George's County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Hartford County","Manchester",41.77527,-72.52472,NA,NA,"UConn","CONN","CONN00017380","specimen","Cook, Allen B.;","1900-04-13","1900-04-13","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Manchester, Connecticut, Hartford County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Kent County","Warwick",41.7,-71.43277,NA,NA,"UConn","CONN","CONN00017393","specimen","J. Franklin Collins","1921-05-28","1921-05-28","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Warwick, Rhode Island, Kent County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Massachusetts","Worcester County","Warren",42.2125,-72.19111,"5000",192,"UConn","CONN","CONN00143821","specimen","Burton N. Gates","1954-09-23","1954-09-23","Data from GBIF data index - original values.",2013-05-12,"192","192",NA,NA,"US","Warren, Massachusetts, Worcester County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New Haven County","Pine Orchard",41.26694,-72.7775,"3",NA,"UConn","CONN","CONN00017370","specimen","A.W. Driggs","1915-07-16","1915-07-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Pine Orchard, Connecticut, New Haven County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Bridgeport",41.18638,-73.19611,NA,NA,"UConn","CONN","CONN00050730","specimen","E.H. Eames","1893-05-19","1893-05-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Connecticut River",41.38888,-72.39472,"20000",NA,"UConn","CONN","CONN00139344","specimen","Leslie J. Mehrhoff","1983-08-02","1983-08-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Connecticut River, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Great Cedar Swamp",41.57555,-71.86166,"20000",NA,"UConn","CONN","CONN00017373","specimen","Heisey, R.M.; Klotz, L.; Matson, E.","1974-07-19","1974-07-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Great Cedar Swamp, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Hartford County","Town of East Windsor",41.91666,-72.55833,NA,NA,"UConn","CONN","CONN00017365","specimen","H.S. Clark","1904-09-18","1904-09-18","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Town of East Windsor, Connecticut, Hartford County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","New Jersey","Middlesex County","South Amboy",40.48555,-74.27722,NA,NA,"UConn","CONN","CONN00017395","specimen","Kenneth K. Mackenzie","1905-07-09","1905-07-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","South Amboy, New Jersey, Middlesex County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Newport County","Little Compton",41.51666,-71.16666,NA,NA,"UConn","CONN","CONN00017408","specimen","J. Franklin Collins","1926-09-01","1926-09-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Little Compton, Rhode Island, Newport County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Providence County","Providence",41.84055,-71.42944,NA,NA,"UConn","CONN","CONN00017410","specimen","J. Franklin Collins","1892-04-03","1892-04-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Providence, Rhode Island, Providence County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Massachusetts","Plymouth County","Hanover",42.11666,-70.88333,NA,NA,"UConn","CONN","CONN00021957","specimen","Clarence H. Knowlton","1947-07-11","1947-07-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Hanover, Massachusetts, Plymouth County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Bluff Point",41.31416,-72.03583,"20000",NA,"UConn","CONN","CONN00017379","specimen","Leslie J. Mehrhoff","1981-03-24","1981-03-24","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bluff Point, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Rhode Island","Newport County","Newport County, Rhode Island",41.58333,-71.25,NA,NA,"UConn","CONN","CONN00017392","specimen","J. Franklin Collins","1906-10-19","1906-10-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Newport County, Rhode Island, Rhode Island, Newport County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Babcock Pond",41.53944,-72.39694,"20000",NA,"UConn","CONN","CONN00017354","specimen","Leonard E. Foote",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Babcock Pond, Connecticut, New London County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Westport",41.12333,-73.3475,NA,NA,"UConn","CONN","CONN00017351","specimen","Lefor, Michael William; Christenson, Eric A.;","1982-08-13","1982-08-13","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Westport, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","Fairfield County","Converse Lake, Greenwich",41.13277,-73.65166,"20000",NA,"UConn","CONN","CONN00050731","specimen","Leslie J. Mehrhoff","1986-09-16","1986-09-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Converse Lake, Greenwich, Connecticut, Fairfield County, United States"
"Alnus serrulata (Aiton) Willd.",NA,"United States","Connecticut","New London County","Wyassup Lake",41.48888,-71.81277,"20000",92,"UConn","CONN","CONN00017364","specimen","Leslie J. Mehrhoff","1983-07-10","1983-07-10","Data from GBIF data index - original values.",2013-05-12,"92","92",NA,NA,"US","Wyassup Lake, Connecticut, New London County, United States"
"Fraxinus americana L.","North America","Canada","Nova Scotia","Yarmouth","Pleasant Lake",43.854,-66.00559,NA,NA,"Acadia University","ACAD","32909","specimen","Erskine, JS","1954-08-16","1954-08-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Pleasant Lake, Nova Scotia, Yarmouth, Canada, North America"
"Fraxinus americana L.","North America","Canada","Nova Scotia","Pictou","Brookland",45.5529,-62.93367,NA,NA,"Acadia University","ACAD","46196","specimen","Macdonald, AC; Smith, EC; Clattenburg, RE; Curry, WJ","1958-08-12","1958-08-12","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Brookland, Nova Scotia, Pictou, Canada, North America"
"Fraxinus americana L.","North America","United States","Missouri","Jefferson","W of DeSoto. Township 39 N. Range 3 E. Section 11. Open woods on cherty ridgetop, above bluff near Big River, ca. 0.1 mi (0.16 km) NNE of its confluence with Parker Creek.",38.13,-90.68,NA,185,"MO","Tropicos","412178","specimen","Peter H. Raven & Tamra Engelhorn Raven","1987-06-07","1987-06-07","Data from GBIF data index - original values.",2013-05-12,NA,"185",NA,NA,"US","W of DeSoto. Township 39 N. Range 3 E. Section 11. Open woods on cherty ridgetop, above bluff near Big River, ca. 0.1 mi (0.16 km) NNE of its confluence with Parker Creek., Missouri, Jefferson, United States, North America"
